date,number_of_checks-no_verification,os-se,count-nombre
2021-05-24,1-6,android,609327
2021-05-24,1-6,ios,523365
2021-05-24,7-12,android,69503
2021-05-24,7-12,ios,1736154
2021-05-24,13-30,android,183
2021-05-24,13-30,ios,5519
2021-05-24,30+,android,<20
2021-05-24,30+,ios,<20
2021-05-25,0,android,<20
2021-05-25,0,ios,<20
2021-05-25,1-6,android,618507
2021-05-25,1-6,ios,506238
2021-05-25,7-12,android,70737
2021-05-25,7-12,ios,1759569
2021-05-25,13-30,android,177
2021-05-25,13-30,ios,5544
2021-05-25,30+,android,<20
2021-05-25,30+,ios,<20
2021-05-26,0,android,<20
2021-05-26,0,ios,<20
2021-05-26,1-6,android,620390
2021-05-26,1-6,ios,466649
2021-05-26,7-12,android,70733
2021-05-26,7-12,ios,1797205
2021-05-26,13-30,android,202
2021-05-26,13-30,ios,5893
2021-05-26,30+,android,<20
2021-05-26,30+,ios,<20
2021-05-27,0,android,<20
2021-05-27,0,ios,<20
2021-05-27,1-6,android,622817
2021-05-27,1-6,ios,460524
2021-05-27,7-12,android,71019
2021-05-27,7-12,ios,1800612
2021-05-27,13-30,android,213
2021-05-27,13-30,ios,5910
2021-05-27,30+,android,<20
2021-05-27,30+,ios,<20
2021-05-28,0,android,<20
2021-05-28,0,ios,<20
2021-05-28,1-6,android,625090
2021-05-28,1-6,ios,465360
2021-05-28,7-12,android,71149
2021-05-28,7-12,ios,1792683
2021-05-28,13-30,android,197
2021-05-28,13-30,ios,5818
2021-05-28,30+,android,<20
2021-05-28,30+,ios,<20
2021-05-29,0,android,<20
2021-05-29,0,ios,<20
2021-05-29,1-6,android,616441
2021-05-29,1-6,ios,461923
2021-05-29,7-12,android,72108
2021-05-29,7-12,ios,1786823
2021-05-29,13-30,android,250
2021-05-29,13-30,ios,5812
2021-05-29,30+,android,<20
2021-05-29,30+,ios,<20
2021-05-30,0,android,<20
2021-05-30,0,ios,<20
2021-05-30,1-6,android,613107
2021-05-30,1-6,ios,489121
2021-05-30,7-12,android,71284
2021-05-30,7-12,ios,1758106
2021-05-30,13-30,android,200
2021-05-30,13-30,ios,5482
2021-05-30,30+,android,<20
2021-05-30,30+,ios,<20
2021-05-31,0,android,<20
2021-05-31,0,ios,<20
2021-05-31,1-6,android,622157
2021-05-31,1-6,ios,495310
2021-05-31,7-12,android,71419
2021-05-31,7-12,ios,1755217
2021-05-31,13-30,android,167
2021-05-31,13-30,ios,5433
2021-05-31,30+,android,<20
2021-05-31,30+,ios,<20
2021-06-01,0,android,<20
2021-06-01,0,ios,<20
2021-06-01,1-6,android,645844
2021-06-01,1-6,ios,461340
2021-06-01,7-12,android,72426
2021-06-01,7-12,ios,1787387
2021-06-01,13-30,android,187
2021-06-01,13-30,ios,5738
2021-06-01,30+,android,<20
2021-06-01,30+,ios,<20
2021-06-02,0,android,<20
2021-06-02,0,ios,<20
2021-06-02,1-6,android,751683
2021-06-02,1-6,ios,456748
2021-06-02,7-12,android,81834
2021-06-02,7-12,ios,1788524
2021-06-02,13-30,android,370
2021-06-02,13-30,ios,5727
2021-06-02,30+,android,<20
2021-06-02,30+,ios,<20
2021-06-03,0,android,<20
2021-06-03,0,ios,<20
2021-06-03,1-6,android,756618
2021-06-03,1-6,ios,463063
2021-06-03,7-12,android,108039
2021-06-03,7-12,ios,1779063
2021-06-03,13-30,android,757
2021-06-03,13-30,ios,5602
2021-06-03,30+,android,<20
2021-06-03,30+,ios,<20
2021-06-04,0,android,<20
2021-06-04,0,ios,<20
2021-06-04,1-6,android,743425
2021-06-04,1-6,ios,465474
2021-06-04,7-12,android,125579
2021-06-04,7-12,ios,1774268
2021-06-04,13-30,android,982
2021-06-04,13-30,ios,5704
2021-06-04,30+,android,<20
2021-06-04,30+,ios,<20
2021-06-05,0,android,<20
2021-06-05,0,ios,<20
2021-06-05,1-6,android,739438
2021-06-05,1-6,ios,497742
2021-06-05,7-12,android,121402
2021-06-05,7-12,ios,1728675
2021-06-05,13-30,android,665
2021-06-05,13-30,ios,5298
2021-06-05,30+,android,<20
2021-06-05,30+,ios,<20
2021-06-06,0,android,<20
2021-06-06,0,ios,<20
2021-06-06,1-6,android,743252
2021-06-06,1-6,ios,519937
2021-06-06,7-12,android,118269
2021-06-06,7-12,ios,1705627
2021-06-06,13-30,android,538
2021-06-06,13-30,ios,5176
2021-06-06,30+,android,<20
2021-06-06,30+,ios,<20
2021-06-07,0,android,<20
2021-06-07,0,ios,<20
2021-06-07,1-6,android,753162
2021-06-07,1-6,ios,508768
2021-06-07,7-12,android,119568
2021-06-07,7-12,ios,1721481
2021-06-07,13-30,android,501
2021-06-07,13-30,ios,5263
2021-06-07,30+,android,<20
2021-06-07,30+,ios,<20
2021-06-08,0,android,<20
2021-06-08,0,ios,<20
2021-06-08,1-6,android,746288
2021-06-08,1-6,ios,460777
2021-06-08,7-12,android,124710
2021-06-08,7-12,ios,1766955
2021-06-08,13-30,android,487
2021-06-08,13-30,ios,5587
2021-06-08,30+,android,<20
2021-06-08,30+,ios,<20
2021-06-09,0,android,<20
2021-06-09,0,ios,<20
2021-06-09,1-6,android,746392
2021-06-09,1-6,ios,449129
2021-06-09,7-12,android,124110
2021-06-09,7-12,ios,1775211
2021-06-09,13-30,android,435
2021-06-09,13-30,ios,5565
2021-06-09,30+,android,<20
2021-06-09,30+,ios,<20
2021-06-10,0,android,<20
2021-06-10,0,ios,<20
2021-06-10,1-6,android,746429
2021-06-10,1-6,ios,445192
2021-06-10,7-12,android,123364
2021-06-10,7-12,ios,1775733
2021-06-10,13-30,android,427
2021-06-10,13-30,ios,5551
2021-06-10,30+,android,<20
2021-06-10,30+,ios,<20
2021-06-11,0,android,<20
2021-06-11,0,ios,<20
2021-06-11,1-6,android,745062
2021-06-11,1-6,ios,440743
2021-06-11,7-12,android,123128
2021-06-11,7-12,ios,1776096
2021-06-11,13-30,android,431
2021-06-11,13-30,ios,5323
2021-06-11,30+,android,<20
2021-06-11,30+,ios,<20
2021-06-12,0,android,<20
2021-06-12,0,ios,<20
2021-06-12,1-6,android,733645
2021-06-12,1-6,ios,439092
2021-06-12,7-12,android,121493
2021-06-12,7-12,ios,1763088
2021-06-12,13-30,android,415
2021-06-12,13-30,ios,5159
2021-06-12,30+,android,<20
2021-06-12,30+,ios,<20
2021-06-13,0,android,<20
2021-06-13,0,ios,<20
2021-06-13,1-6,android,738227
2021-06-13,1-6,ios,471493
2021-06-13,7-12,android,117411
2021-06-13,7-12,ios,1729576
2021-06-13,13-30,android,388
2021-06-13,13-30,ios,4902
2021-06-13,30+,android,<20
2021-06-13,30+,ios,<20
2021-06-14,0,android,<20
2021-06-14,0,ios,<20
2021-06-14,1-6,android,748530
2021-06-14,1-6,ios,469487
2021-06-14,7-12,android,118636
2021-06-14,7-12,ios,1734853
2021-06-14,13-30,android,313
2021-06-14,13-30,ios,4942
2021-06-14,30+,android,<20
2021-06-14,30+,ios,<20
2021-06-15,0,android,<20
2021-06-15,0,ios,<20
2021-06-15,1-6,android,740185
2021-06-15,1-6,ios,418208
2021-06-15,7-12,android,125930
2021-06-15,7-12,ios,1782582
2021-06-15,13-30,android,329
2021-06-15,13-30,ios,5310
2021-06-15,30+,android,<20
2021-06-15,30+,ios,<20
2021-06-16,0,android,<20
2021-06-16,0,ios,<20
2021-06-16,1-6,android,737680
2021-06-16,1-6,ios,413767
2021-06-16,7-12,android,125151
2021-06-16,7-12,ios,1781773
2021-06-16,13-30,android,316
2021-06-16,13-30,ios,5230
2021-06-16,30+,android,<20
2021-06-16,30+,ios,<20
2021-06-17,0,android,<20
2021-06-17,0,ios,<20
2021-06-17,1-6,android,736576
2021-06-17,1-6,ios,418688
2021-06-17,7-12,android,124068
2021-06-17,7-12,ios,1772720
2021-06-17,13-30,android,316
2021-06-17,13-30,ios,5103
2021-06-17,30+,android,<20
2021-06-17,30+,ios,<20
2021-06-18,0,android,<20
2021-06-18,0,ios,<20
2021-06-18,1-6,android,737292
2021-06-18,1-6,ios,424969
2021-06-18,7-12,android,122714
2021-06-18,7-12,ios,1761332
2021-06-18,13-30,android,315
2021-06-18,13-30,ios,4916
2021-06-18,30+,android,<20
2021-06-18,30+,ios,<20
2021-06-19,0,android,<20
2021-06-19,0,ios,<20
2021-06-19,1-6,android,725790
2021-06-19,1-6,ios,421910
2021-06-19,7-12,android,122199
2021-06-19,7-12,ios,1749917
2021-06-19,13-30,android,262
2021-06-19,13-30,ios,4900
2021-06-19,30+,android,<20
2021-06-19,30+,ios,<20
2021-06-20,0,android,<20
2021-06-20,0,ios,<20
2021-06-20,1-6,android,731416
2021-06-20,1-6,ios,460123
2021-06-20,7-12,android,117329
2021-06-20,7-12,ios,1709756
2021-06-20,13-30,android,253
2021-06-20,13-30,ios,4686
2021-06-20,30+,android,<20
2021-06-20,30+,ios,<20
2021-06-21,0,android,<20
2021-06-21,0,ios,<20
2021-06-21,1-6,android,741988
2021-06-21,1-6,ios,469694
2021-06-21,7-12,android,117131
2021-06-21,7-12,ios,1704102
2021-06-21,13-30,android,273
2021-06-21,13-30,ios,4531
2021-06-21,30+,android,<20
2021-06-21,30+,ios,<20
2021-06-22,0,android,<20
2021-06-22,0,ios,<20
2021-06-22,1-6,android,732480
2021-06-22,1-6,ios,418134
2021-06-22,7-12,android,123926
2021-06-22,7-12,ios,1752176
2021-06-22,13-30,android,270
2021-06-22,13-30,ios,4875
2021-06-22,30+,android,<20
2021-06-22,30+,ios,<20
2021-06-23,0,android,<20
2021-06-23,0,ios,<20
2021-06-23,1-6,android,732988
2021-06-23,1-6,ios,414828
2021-06-23,7-12,android,123800
2021-06-23,7-12,ios,1751375
2021-06-23,13-30,android,240
2021-06-23,13-30,ios,4905
2021-06-23,30+,android,<20
2021-06-23,30+,ios,<20
2021-06-24,0,android,<20
2021-06-24,0,ios,<20
2021-06-24,1-6,android,730878
2021-06-24,1-6,ios,444173
2021-06-24,7-12,android,121984
2021-06-24,7-12,ios,1712818
2021-06-24,13-30,android,276
2021-06-24,13-30,ios,4729
2021-06-24,30+,android,<20
2021-06-24,30+,ios,<20
2021-06-25,0,android,<20
2021-06-25,0,ios,<20
2021-06-25,1-6,android,730573
2021-06-25,1-6,ios,449996
2021-06-25,7-12,android,120146
2021-06-25,7-12,ios,1701046
2021-06-25,13-30,android,269
2021-06-25,13-30,ios,4489
2021-06-25,30+,android,<20
2021-06-25,30+,ios,<20
2021-06-26,0,android,<20
2021-06-26,0,ios,<20
2021-06-26,1-6,android,722538
2021-06-26,1-6,ios,440632
2021-06-26,7-12,android,117928
2021-06-26,7-12,ios,1696650
2021-06-26,13-30,android,232
2021-06-26,13-30,ios,4513
2021-06-26,30+,android,<20
2021-06-26,30+,ios,<20
2021-06-27,0,android,<20
2021-06-27,0,ios,<20
2021-06-27,1-6,android,723874
2021-06-27,1-6,ios,459117
2021-06-27,7-12,android,116567
2021-06-27,7-12,ios,1676142
2021-06-27,13-30,android,209
2021-06-27,13-30,ios,4417
2021-06-27,30+,android,<20
2021-06-27,30+,ios,<20
2021-06-28,0,android,<20
2021-06-28,0,ios,<20
2021-06-28,1-6,android,731419
2021-06-28,1-6,ios,464560
2021-06-28,7-12,android,116298
2021-06-28,7-12,ios,1673261
2021-06-28,13-30,android,237
2021-06-28,13-30,ios,4413
2021-06-28,30+,android,<20
2021-06-28,30+,ios,<20
2021-06-29,0,android,<20
2021-06-29,0,ios,<20
2021-06-29,1-6,android,724334
2021-06-29,1-6,ios,428758
2021-06-29,7-12,android,120372
2021-06-29,7-12,ios,1705410
2021-06-29,13-30,android,237
2021-06-29,13-30,ios,4501
2021-06-29,30+,android,<20
2021-06-29,30+,ios,<20
2021-06-30,0,android,<20
2021-06-30,0,ios,<20
2021-06-30,1-6,android,727779
2021-06-30,1-6,ios,426545
2021-06-30,7-12,android,119254
2021-06-30,7-12,ios,1703089
2021-06-30,13-30,android,235
2021-06-30,13-30,ios,4515
2021-06-30,30+,android,<20
2021-06-30,30+,ios,<20
2021-07-01,0,android,<20
2021-07-01,0,ios,<20
2021-07-01,1-6,android,717361
2021-07-01,1-6,ios,434302
2021-07-01,7-12,android,121320
2021-07-01,7-12,ios,1683265
2021-07-01,13-30,android,215
2021-07-01,13-30,ios,4371
2021-07-01,30+,android,<20
2021-07-01,30+,ios,<20
2021-07-02,0,android,<20
2021-07-02,0,ios,<20
2021-07-02,1-6,android,711045
2021-07-02,1-6,ios,451127
2021-07-02,7-12,android,124249
2021-07-02,7-12,ios,1656819
2021-07-02,13-30,android,233
2021-07-02,13-30,ios,4219
2021-07-02,30+,android,<20
2021-07-02,30+,ios,<20
2021-07-03,0,android,<20
2021-07-03,0,ios,<20
2021-07-03,1-6,android,700504
2021-07-03,1-6,ios,462504
2021-07-03,7-12,android,125085
2021-07-03,7-12,ios,1631313
2021-07-03,13-30,android,234
2021-07-03,13-30,ios,4111
2021-07-03,30+,android,<20
2021-07-03,30+,ios,<20
2021-07-04,0,android,<20
2021-07-04,0,ios,<20
2021-07-04,1-6,android,706754
2021-07-04,1-6,ios,492038
2021-07-04,7-12,android,122101
2021-07-04,7-12,ios,1604961
2021-07-04,13-30,android,213
2021-07-04,13-30,ios,3864
2021-07-04,30+,android,<20
2021-07-04,30+,ios,<20
2021-07-05,0,android,<20
2021-07-05,0,ios,<20
2021-07-05,1-6,android,714743
2021-07-05,1-6,ios,490036
2021-07-05,7-12,android,124074
2021-07-05,7-12,ios,1611992
2021-07-05,13-30,android,243
2021-07-05,13-30,ios,3954
2021-07-05,30+,android,<20
2021-07-05,30+,ios,<20
2021-07-06,0,android,<20
2021-07-06,0,ios,<20
2021-07-06,1-6,android,704884
2021-07-06,1-6,ios,435343
2021-07-06,7-12,android,130834
2021-07-06,7-12,ios,1662071
2021-07-06,13-30,android,277
2021-07-06,13-30,ios,4319
2021-07-06,30+,android,<20
2021-07-06,30+,ios,<20
2021-07-07,0,android,<20
2021-07-07,0,ios,<20
2021-07-07,1-6,android,703812
2021-07-07,1-6,ios,427044
2021-07-07,7-12,android,130305
2021-07-07,7-12,ios,1666406
2021-07-07,13-30,android,262
2021-07-07,13-30,ios,4294
2021-07-07,30+,android,<20
2021-07-07,30+,ios,<20
2021-07-08,0,android,<20
2021-07-08,0,ios,<20
2021-07-08,1-6,android,703621
2021-07-08,1-6,ios,455653
2021-07-08,7-12,android,127592
2021-07-08,7-12,ios,1628750
2021-07-08,13-30,android,228
2021-07-08,13-30,ios,4126
2021-07-08,30+,android,<20
2021-07-08,30+,ios,<20
2021-07-09,0,android,<20
2021-07-09,0,ios,<20
2021-07-09,1-6,android,701639
2021-07-09,1-6,ios,451234
2021-07-09,7-12,android,127392
2021-07-09,7-12,ios,1627653
2021-07-09,13-30,android,231
2021-07-09,13-30,ios,4015
2021-07-09,30+,android,<20
2021-07-09,30+,ios,<20
2021-07-10,0,android,<20
2021-07-10,0,ios,<20
2021-07-10,1-6,android,691490
2021-07-10,1-6,ios,443486
2021-07-10,7-12,android,125110
2021-07-10,7-12,ios,1621070
2021-07-10,13-30,android,203
2021-07-10,13-30,ios,3950
2021-07-10,30+,android,<20
2021-07-10,30+,ios,<20
2021-07-11,0,android,<20
2021-07-11,0,ios,<20
2021-07-11,1-6,android,695859
2021-07-11,1-6,ios,485924
2021-07-11,7-12,android,119862
2021-07-11,7-12,ios,1576799
2021-07-11,13-30,android,191
2021-07-11,13-30,ios,3610
2021-07-11,30+,android,<20
2021-07-11,30+,ios,<20
2021-07-12,0,android,<20
2021-07-12,0,ios,<20
2021-07-12,1-6,android,701215
2021-07-12,1-6,ios,485810
2021-07-12,7-12,android,120890
2021-07-12,7-12,ios,1580611
2021-07-12,13-30,android,242
2021-07-12,13-30,ios,3736
2021-07-12,30+,android,<20
2021-07-12,30+,ios,<20
2021-07-13,0,android,<20
2021-07-13,0,ios,<20
2021-07-13,1-6,android,694545
2021-07-13,1-6,ios,442320
2021-07-13,7-12,android,126777
2021-07-13,7-12,ios,1620980
2021-07-13,13-30,android,243
2021-07-13,13-30,ios,3900
2021-07-13,30+,android,<20
2021-07-13,30+,ios,<20
2021-07-14,0,android,<20
2021-07-14,0,ios,<20
2021-07-14,1-6,android,692349
2021-07-14,1-6,ios,437861
2021-07-14,7-12,android,128034
2021-07-14,7-12,ios,1624119
2021-07-14,13-30,android,234
2021-07-14,13-30,ios,3904
2021-07-14,30+,android,<20
2021-07-14,30+,ios,<20
2021-07-15,0,android,<20
2021-07-15,0,ios,<20
2021-07-15,1-6,android,684071
2021-07-15,1-6,ios,464410
2021-07-15,7-12,android,135295
2021-07-15,7-12,ios,1590996
2021-07-15,13-30,android,1655
2021-07-15,13-30,ios,3801
2021-07-15,30+,android,<20
2021-07-15,30+,ios,<20
2021-07-16,0,android,<20
2021-07-16,0,ios,<20
2021-07-16,1-6,android,671347
2021-07-16,1-6,ios,451888
2021-07-16,7-12,android,142784
2021-07-16,7-12,ios,1598542
2021-07-16,13-30,android,2966
2021-07-16,13-30,ios,3834
2021-07-16,30+,android,<20
2021-07-16,30+,ios,<20
2021-07-17,0,android,<20
2021-07-17,0,ios,<20
2021-07-17,1-6,android,655117
2021-07-17,1-6,ios,448201
2021-07-17,7-12,android,144619
2021-07-17,7-12,ios,1587982
2021-07-17,13-30,android,3227
2021-07-17,13-30,ios,3646
2021-07-17,30+,android,<20
2021-07-17,30+,ios,<20
2021-07-18,0,android,<20
2021-07-18,0,ios,<20
2021-07-18,1-6,android,659260
2021-07-18,1-6,ios,480885
2021-07-18,7-12,android,140161
2021-07-18,7-12,ios,1552564
2021-07-18,13-30,android,3249
2021-07-18,13-30,ios,3478
2021-07-18,30+,android,<20
2021-07-18,30+,ios,<20
2021-07-19,0,android,<20
2021-07-19,0,ios,<20
2021-07-19,1-6,android,665220
2021-07-19,1-6,ios,488475
2021-07-19,7-12,android,140770
2021-07-19,7-12,ios,1549645
2021-07-19,13-30,android,3300
2021-07-19,13-30,ios,3419
2021-07-19,30+,android,<20
2021-07-19,30+,ios,<20
2021-07-20,0,android,<20
2021-07-20,0,ios,<20
2021-07-20,1-6,android,656903
2021-07-20,1-6,ios,442988
2021-07-20,7-12,android,147594
2021-07-20,7-12,ios,1593057
2021-07-20,13-30,android,3565
2021-07-20,13-30,ios,3679
2021-07-20,30+,android,<20
2021-07-20,30+,ios,<20
2021-07-21,0,android,<20
2021-07-21,0,ios,<20
2021-07-21,1-6,android,653669
2021-07-21,1-6,ios,436574
2021-07-21,7-12,android,148377
2021-07-21,7-12,ios,1595936
2021-07-21,13-30,android,3516
2021-07-21,13-30,ios,3679
2021-07-21,30+,android,<20
2021-07-21,30+,ios,<20
2021-07-22,0,android,<20
2021-07-22,0,ios,<20
2021-07-22,1-6,android,655084
2021-07-22,1-6,ios,440904
2021-07-22,7-12,android,146211
2021-07-22,7-12,ios,1588489
2021-07-22,13-30,android,3452
2021-07-22,13-30,ios,3637
2021-07-22,30+,android,<20
2021-07-22,30+,ios,<20
2021-07-23,0,android,<20
2021-07-23,0,ios,<20
2021-07-23,1-6,android,653180
2021-07-23,1-6,ios,442143
2021-07-23,7-12,android,145371
2021-07-23,7-12,ios,1582545
2021-07-23,13-30,android,3390
2021-07-23,13-30,ios,3630
2021-07-23,30+,android,<20
2021-07-23,30+,ios,<20
2021-07-24,0,android,<20
2021-07-24,0,ios,<20
2021-07-24,1-6,android,645231
2021-07-24,1-6,ios,449737
2021-07-24,7-12,android,141453
2021-07-24,7-12,ios,1561907
2021-07-24,13-30,android,3360
2021-07-24,13-30,ios,3446
2021-07-24,30+,android,<20
2021-07-24,30+,ios,<20
2021-07-25,0,android,<20
2021-07-25,0,ios,<20
2021-07-25,1-6,android,649062
2021-07-25,1-6,ios,478555
2021-07-25,7-12,android,137351
2021-07-25,7-12,ios,1530888
2021-07-25,13-30,android,3281
2021-07-25,13-30,ios,3333
2021-07-25,30+,android,<20
2021-07-25,30+,ios,<20
2021-07-26,0,android,<20
2021-07-26,0,ios,<20
2021-07-26,1-6,android,654024
2021-07-26,1-6,ios,485228
2021-07-26,7-12,android,138280
2021-07-26,7-12,ios,1528390
2021-07-26,13-30,android,3391
2021-07-26,13-30,ios,3393
2021-07-26,30+,android,<20
2021-07-26,30+,ios,<20
2021-07-27,0,android,<20
2021-07-27,0,ios,<20
2021-07-27,1-6,android,646399
2021-07-27,1-6,ios,443911
2021-07-27,7-12,android,143918
2021-07-27,7-12,ios,1567736
2021-07-27,13-30,android,3476
2021-07-27,13-30,ios,3553
2021-07-27,30+,android,<20
2021-07-27,30+,ios,<20
2021-07-28,0,android,<20
2021-07-28,0,ios,<20
2021-07-28,1-6,android,643469
2021-07-28,1-6,ios,437040
2021-07-28,7-12,android,143418
2021-07-28,7-12,ios,1571981
2021-07-28,13-30,android,3458
2021-07-28,13-30,ios,3571
2021-07-28,30+,android,<20
2021-07-28,30+,ios,<20
2021-07-29,0,android,<20
2021-07-29,0,ios,<20
2021-07-29,1-6,android,644606
2021-07-29,1-6,ios,444388
2021-07-29,7-12,android,141647
2021-07-29,7-12,ios,1561708
2021-07-29,13-30,android,3313
2021-07-29,13-30,ios,3509
2021-07-29,30+,android,<20
2021-07-29,30+,ios,<20
2021-07-30,0,android,<20
2021-07-30,0,ios,<20
2021-07-30,1-6,android,642821
2021-07-30,1-6,ios,439699
2021-07-30,7-12,android,141149
2021-07-30,7-12,ios,1561591
2021-07-30,13-30,android,3382
2021-07-30,13-30,ios,3528
2021-07-30,30+,android,<20
2021-07-30,30+,ios,<20
2021-07-31,0,android,<20
2021-07-31,0,ios,<20
2021-07-31,1-6,android,633474
2021-07-31,1-6,ios,446769
2021-07-31,7-12,android,138506
2021-07-31,7-12,ios,1539480
2021-07-31,13-30,android,3348
2021-07-31,13-30,ios,3457
2021-07-31,30+,android,<20
2021-07-31,30+,ios,<20
2021-08-01,0,android,<20
2021-08-01,0,ios,<20
2021-08-01,1-6,android,635088
2021-08-01,1-6,ios,479000
2021-08-01,7-12,android,133276
2021-08-01,7-12,ios,1500176
2021-08-01,13-30,android,3283
2021-08-01,13-30,ios,3196
2021-08-01,30+,android,<20
2021-08-01,30+,ios,<20
2021-08-02,0,android,<20
2021-08-02,0,ios,<20
2021-08-02,1-6,android,637198
2021-08-02,1-6,ios,486643
2021-08-02,7-12,android,134343
2021-08-02,7-12,ios,1495652
2021-08-02,13-30,android,3354
2021-08-02,13-30,ios,3218
2021-08-02,30+,android,<20
2021-08-02,30+,ios,<20
2021-08-03,0,android,<20
2021-08-03,0,ios,<20
2021-08-03,1-6,android,638883
2021-08-03,1-6,ios,466703
2021-08-03,7-12,android,137502
2021-08-03,7-12,ios,1521187
2021-08-03,13-30,android,3289
2021-08-03,13-30,ios,3255
2021-08-03,30+,android,<20
2021-08-03,30+,ios,<20
2021-08-04,0,android,<20
2021-08-04,0,ios,<20
2021-08-04,1-6,android,634075
2021-08-04,1-6,ios,440500
2021-08-04,7-12,android,141292
2021-08-04,7-12,ios,1545321
2021-08-04,13-30,android,3388
2021-08-04,13-30,ios,3347
2021-08-04,30+,android,<20
2021-08-04,30+,ios,<20
2021-08-05,0,android,<20
2021-08-05,0,ios,<20
2021-08-05,1-6,android,635271
2021-08-05,1-6,ios,442886
2021-08-05,7-12,android,140645
2021-08-05,7-12,ios,1540095
2021-08-05,13-30,android,3347
2021-08-05,13-30,ios,3301
2021-08-05,30+,android,<20
2021-08-05,30+,ios,<20
2021-08-06,0,android,<20
2021-08-06,0,ios,<20
2021-08-06,1-6,android,635382
2021-08-06,1-6,ios,439098
2021-08-06,7-12,android,139978
2021-08-06,7-12,ios,1522484
2021-08-06,13-30,android,3316
2021-08-06,13-30,ios,3215
2021-08-06,30+,android,<20
2021-08-06,30+,ios,<20
2021-08-07,0,android,<20
2021-08-07,0,ios,<20
2021-08-07,1-6,android,634333
2021-08-07,1-6,ios,604318
2021-08-07,7-12,android,140462
2021-08-07,7-12,ios,705628
2021-08-07,13-30,android,3468
2021-08-07,13-30,ios,1624
2021-08-07,30+,android,<20
2021-08-07,30+,ios,<20
2021-08-08,0,android,<20
2021-08-08,0,ios,<20
2021-08-08,1-6,android,638671
2021-08-08,1-6,ios,738709
2021-08-08,7-12,android,141212
2021-08-08,7-12,ios,344195
2021-08-08,13-30,android,3666
2021-08-08,13-30,ios,881
2021-08-08,30+,android,<20
2021-08-08,30+,ios,<20
2021-08-09,0,android,<20
2021-08-09,0,ios,<20
2021-08-09,1-6,android,644543
2021-08-09,1-6,ios,772831
2021-08-09,7-12,android,146068
2021-08-09,7-12,ios,251023
2021-08-09,13-30,android,3769
2021-08-09,13-30,ios,823
2021-08-09,30+,android,<20
2021-08-09,30+,ios,<20
2021-08-10,0,android,<20
2021-08-10,0,ios,<20
2021-08-10,1-6,android,637139
2021-08-10,1-6,ios,792176
2021-08-10,7-12,android,156000
2021-08-10,7-12,ios,210762
2021-08-10,13-30,android,4111
2021-08-10,13-30,ios,738
2021-08-10,30+,android,<20
2021-08-10,30+,ios,<20
2021-08-11,0,android,<20
2021-08-11,0,ios,<20
2021-08-11,1-6,android,637266
2021-08-11,1-6,ios,921496
2021-08-11,7-12,android,153548
2021-08-11,7-12,ios,185066
2021-08-11,13-30,android,3969
2021-08-11,13-30,ios,703
2021-08-11,30+,android,<20
2021-08-11,30+,ios,<20
2021-08-12,0,android,<20
2021-08-12,0,ios,<20
2021-08-12,1-6,android,628433
2021-08-12,1-6,ios,1411778
2021-08-12,7-12,android,149884
2021-08-12,7-12,ios,181123
2021-08-12,13-30,android,3821
2021-08-12,13-30,ios,667
2021-08-12,30+,android,<20
2021-08-12,30+,ios,<20
2021-08-13,0,android,<20
2021-08-13,0,ios,<20
2021-08-13,1-6,android,628616
2021-08-13,1-6,ios,1260075
2021-08-13,7-12,android,144293
2021-08-13,7-12,ios,370923
2021-08-13,13-30,android,3469
2021-08-13,13-30,ios,740
2021-08-13,30+,android,<20
2021-08-13,30+,ios,<20
2021-08-14,0,android,<20
2021-08-14,0,ios,<20
2021-08-14,1-6,android,620389
2021-08-14,1-6,ios,1077395
2021-08-14,7-12,android,139595
2021-08-14,7-12,ios,524576
2021-08-14,13-30,android,3360
2021-08-14,13-30,ios,876
2021-08-14,30+,android,<20
2021-08-14,30+,ios,<20
2021-08-15,0,android,<20
2021-08-15,0,ios,<20
2021-08-15,1-6,android,625137
2021-08-15,1-6,ios,1044628
2021-08-15,7-12,android,133218
2021-08-15,7-12,ios,547073
2021-08-15,13-30,android,3320
2021-08-15,13-30,ios,918
2021-08-15,30+,android,<20
2021-08-15,30+,ios,<20
2021-08-16,0,android,<20
2021-08-16,0,ios,<20
2021-08-16,1-6,android,629872
2021-08-16,1-6,ios,1040542
2021-08-16,7-12,android,134029
2021-08-16,7-12,ios,544604
2021-08-16,13-30,android,3375
2021-08-16,13-30,ios,863
2021-08-16,30+,android,<20
2021-08-16,30+,ios,<20
2021-08-17,0,android,<20
2021-08-17,0,ios,<20
2021-08-17,1-6,android,623848
2021-08-17,1-6,ios,1035755
2021-08-17,7-12,android,139152
2021-08-17,7-12,ios,548307
2021-08-17,13-30,android,3327
2021-08-17,13-30,ios,889
2021-08-17,30+,android,<20
2021-08-17,30+,ios,<20
2021-08-18,0,android,<20
2021-08-18,0,ios,<20
2021-08-18,1-6,android,623294
2021-08-18,1-6,ios,1039346
2021-08-18,7-12,android,138638
2021-08-18,7-12,ios,546230
2021-08-18,13-30,android,3281
2021-08-18,13-30,ios,864
2021-08-18,30+,android,<20
2021-08-18,30+,ios,<20
2021-08-19,0,android,<20
2021-08-19,0,ios,<20
2021-08-19,1-6,android,619155
2021-08-19,1-6,ios,1031015
2021-08-19,7-12,android,138229
2021-08-19,7-12,ios,539264
2021-08-19,13-30,android,3393
2021-08-19,13-30,ios,877
2021-08-19,30+,android,<20
