date,exposure_status-etat_verification,count-nombre
2021-05-21,monitoring-surveillance,88
2021-05-22,exposed-expose,582
2021-05-22,monitoring-surveillance,130
2021-05-23,exposed-expose,596
2021-05-23,monitoring-surveillance,132
2021-05-24,exposed-expose,430
2021-05-24,monitoring-surveillance,74
2021-05-25,exposed-expose,425
2021-05-25,monitoring-surveillance,73
2021-05-26,exposed-expose,378
2021-05-26,monitoring-surveillance,83
2021-05-27,exposed-expose,323
2021-05-27,monitoring-surveillance,59
2021-05-28,exposed-expose,402
2021-05-28,monitoring-surveillance,66
2021-05-29,exposed-expose,257
2021-05-29,monitoring-surveillance,51
2021-05-30,exposed-expose,258
2021-05-30,monitoring-surveillance,49
2021-05-31,exposed-expose,249
2021-05-31,monitoring-surveillance,36
2021-06-01,exposed-expose,298
2021-06-01,monitoring-surveillance,64
2021-06-02,exposed-expose,283
2021-06-02,monitoring-surveillance,63
2021-06-03,exposed-expose,243
2021-06-03,monitoring-surveillance,47
2021-06-04,exposed-expose,204
2021-06-04,monitoring-surveillance,42
2021-06-05,exposed-expose,143
2021-06-05,monitoring-surveillance,29
2021-06-06,exposed-expose,120
2021-06-06,monitoring-surveillance,20
2021-06-07,exposed-expose,132
2021-06-07,monitoring-surveillance,32
2021-06-08,exposed-expose,163
2021-06-08,monitoring-surveillance,31
2021-06-09,exposed-expose,228
2021-06-09,monitoring-surveillance,45
2021-06-10,exposed-expose,159
2021-06-10,monitoring-surveillance,27
2021-06-11,exposed-expose,153
2021-06-11,monitoring-surveillance,31
2021-06-12,exposed-expose,110
2021-06-12,monitoring-surveillance,22
2021-06-13,exposed-expose,110
2021-06-13,monitoring-surveillance,20
2021-06-14,exposed-expose,95
2021-06-14,monitoring-surveillance,<20
2021-06-15,exposed-expose,97
2021-06-15,monitoring-surveillance,<20
2021-06-16,exposed-expose,66
2021-06-16,monitoring-surveillance,21
2021-06-17,exposed-expose,77
2021-06-17,monitoring-surveillance,<20
2021-06-18,exposed-expose,54
2021-06-18,monitoring-surveillance,<20
2021-06-19,exposed-expose,76
2021-06-19,monitoring-surveillance,<20
2021-06-20,exposed-expose,56
2021-06-20,monitoring-surveillance,<20
2021-06-21,exposed-expose,30
2021-06-21,monitoring-surveillance,<20
2021-06-22,exposed-expose,40
2021-06-22,monitoring-surveillance,<20
2021-06-23,exposed-expose,64
2021-06-23,monitoring-surveillance,<20
2021-06-24,exposed-expose,48
2021-06-24,monitoring-surveillance,<20
2021-06-25,exposed-expose,34
2021-06-25,monitoring-surveillance,<20
2021-06-26,exposed-expose,27
2021-06-26,monitoring-surveillance,<20
2021-06-27,exposed-expose,31
2021-06-27,monitoring-surveillance,<20
2021-06-28,exposed-expose,58
2021-06-28,monitoring-surveillance,<20
2021-06-29,exposed-expose,25
2021-06-29,monitoring-surveillance,<20
2021-06-30,exposed-expose,23
2021-06-30,monitoring-surveillance,<20
2021-07-01,exposed-expose,<20
2021-07-01,monitoring-surveillance,<20
2021-07-02,exposed-expose,31
2021-07-02,monitoring-surveillance,<20
2021-07-03,exposed-expose,27
2021-07-03,monitoring-surveillance,<20
2021-07-04,exposed-expose,22
2021-07-04,monitoring-surveillance,<20
2021-07-05,exposed-expose,<20
2021-07-05,monitoring-surveillance,<20
2021-07-06,exposed-expose,<20
2021-07-06,monitoring-surveillance,<20
2021-07-07,exposed-expose,53
2021-07-07,monitoring-surveillance,<20
2021-07-08,exposed-expose,47
2021-07-08,monitoring-surveillance,<20
2021-07-09,exposed-expose,31
2021-07-09,monitoring-surveillance,<20
2021-07-10,exposed-expose,43
2021-07-10,monitoring-surveillance,<20
2021-07-11,exposed-expose,24
2021-07-11,monitoring-surveillance,<20
2021-07-12,exposed-expose,33
2021-07-12,monitoring-surveillance,<20
2021-07-13,exposed-expose,43
2021-07-13,monitoring-surveillance,<20
2021-07-14,exposed-expose,77
2021-07-14,monitoring-surveillance,<20
2021-07-15,exposed-expose,48
2021-07-15,monitoring-surveillance,<20
2021-07-16,exposed-expose,50
2021-07-16,monitoring-surveillance,<20
2021-07-17,exposed-expose,31
2021-07-17,monitoring-surveillance,<20
2021-07-18,exposed-expose,27
2021-07-18,monitoring-surveillance,<20
2021-07-19,exposed-expose,37
2021-07-19,monitoring-surveillance,<20
2021-07-20,exposed-expose,95
2021-07-20,monitoring-surveillance,<20
2021-07-21,exposed-expose,39
2021-07-21,monitoring-surveillance,<20
2021-07-22,exposed-expose,21
2021-07-22,monitoring-surveillance,<20
2021-07-23,exposed-expose,<20
2021-07-23,monitoring-surveillance,<20
2021-07-24,exposed-expose,30
2021-07-24,monitoring-surveillance,<20
2021-07-25,exposed-expose,<20
2021-07-25,monitoring-surveillance,<20
2021-07-26,exposed-expose,<20
2021-07-26,monitoring-surveillance,<20
2021-07-27,exposed-expose,<20
2021-07-27,monitoring-surveillance,<20
2021-07-28,exposed-expose,21
2021-07-28,monitoring-surveillance,<20
2021-07-29,exposed-expose,32
2021-07-29,monitoring-surveillance,<20
2021-07-30,exposed-expose,42
2021-07-30,monitoring-surveillance,<20
2021-07-31,exposed-expose,<20
2021-07-31,monitoring-surveillance,<20
2021-08-01,exposed-expose,<20
2021-08-01,monitoring-surveillance,<20
2021-08-02,exposed-expose,20
2021-08-02,monitoring-surveillance,<20
2021-08-03,exposed-expose,62
2021-08-03,monitoring-surveillance,23
2021-08-04,exposed-expose,54
2021-08-04,monitoring-surveillance,<20
2021-08-05,exposed-expose,114
2021-08-05,monitoring-surveillance,22
2021-08-06,exposed-expose,85
2021-08-06,monitoring-surveillance,30
2021-08-07,exposed-expose,47
2021-08-07,monitoring-surveillance,58
2021-08-08,exposed-expose,51
2021-08-08,monitoring-surveillance,46
2021-08-09,exposed-expose,21
2021-08-09,monitoring-surveillance,71
2021-08-10,exposed-expose,72
2021-08-10,monitoring-surveillance,71
2021-08-11,exposed-expose,43
2021-08-11,monitoring-surveillance,61
2021-08-12,exposed-expose,82
2021-08-12,monitoring-surveillance,52
2021-08-13,exposed-expose,87
2021-08-13,monitoring-surveillance,69
2021-08-14,exposed-expose,106
2021-08-14,monitoring-surveillance,66
2021-08-15,exposed-expose,67
2021-08-15,monitoring-surveillance,44
2021-08-16,exposed-expose,68
2021-08-16,monitoring-surveillance,55
2021-08-17,exposed-expose,112
2021-08-17,monitoring-surveillance,53
2021-08-18,exposed-expose,78
2021-08-18,monitoring-surveillance,46
2021-08-19,exposed-expose,87
2021-08-19,monitoring-surveillance,61
2021-08-20,exposed-expose,221
2021-08-20,monitoring-surveillance,101
2021-08-21,exposed-expose,151
2021-08-21,monitoring-surveillance,96
2021-08-22,exposed-expose,142
2021-08-22,monitoring-surveillance,68
2021-08-23,exposed-expose,104
2021-08-23,monitoring-surveillance,72
2021-08-24,exposed-expose,69
2021-08-24,monitoring-surveillance,49
2021-08-25,exposed-expose,103
2021-08-25,monitoring-surveillance,62
2021-08-26,exposed-expose,179
2021-08-26,monitoring-surveillance,87
2021-08-27,exposed-expose,188
2021-08-27,monitoring-surveillance,125
2021-08-28,exposed-expose,187
2021-08-28,monitoring-surveillance,117
2021-08-29,exposed-expose,155
2021-08-29,monitoring-surveillance,88
2021-08-30,exposed-expose,67
2021-08-30,monitoring-surveillance,60
2021-08-31,exposed-expose,106
2021-08-31,monitoring-surveillance,51
2021-09-01,exposed-expose,171
2021-09-01,monitoring-surveillance,88
2021-09-02,exposed-expose,160
2021-09-02,monitoring-surveillance,101
2021-09-03,exposed-expose,247
2021-09-03,monitoring-surveillance,101
2021-09-04,exposed-expose,226
2021-09-04,monitoring-surveillance,96
2021-09-05,exposed-expose,172
2021-09-05,monitoring-surveillance,75
2021-09-06,exposed-expose,240
2021-09-06,monitoring-surveillance,87
2021-09-07,exposed-expose,236
2021-09-07,monitoring-surveillance,82
2021-09-08,exposed-expose,155
2021-09-08,monitoring-surveillance,45
2021-09-09,exposed-expose,349
2021-09-09,monitoring-surveillance,76
2021-09-10,exposed-expose,228
2021-09-10,monitoring-surveillance,60
2021-09-11,exposed-expose,279
2021-09-11,monitoring-surveillance,90
2021-09-12,exposed-expose,231
2021-09-12,monitoring-surveillance,74
2021-09-13,exposed-expose,193
2021-09-13,monitoring-surveillance,91
2021-09-14,exposed-expose,178
2021-09-14,monitoring-surveillance,55
2021-09-15,exposed-expose,228
2021-09-15,monitoring-surveillance,76
2021-09-16,exposed-expose,207
2021-09-16,monitoring-surveillance,67
2021-09-17,exposed-expose,258
2021-09-17,monitoring-surveillance,67
2021-09-18,exposed-expose,216
2021-09-18,monitoring-surveillance,56
2021-09-19,exposed-expose,288
2021-09-19,monitoring-surveillance,87
2021-09-20,exposed-expose,203
2021-09-20,monitoring-surveillance,55
2021-09-21,exposed-expose,189
2021-09-21,monitoring-surveillance,55
2021-09-22,exposed-expose,250
2021-09-22,monitoring-surveillance,69
2021-09-23,exposed-expose,176
2021-09-23,monitoring-surveillance,80
2021-09-24,exposed-expose,304
2021-09-24,monitoring-surveillance,87
2021-09-25,exposed-expose,220
2021-09-25,monitoring-surveillance,50
2021-09-26,exposed-expose,151
2021-09-26,monitoring-surveillance,35
2021-09-27,exposed-expose,219
2021-09-27,monitoring-surveillance,64
2021-09-28,exposed-expose,186
2021-09-28,monitoring-surveillance,47
2021-09-29,exposed-expose,184
2021-09-29,monitoring-surveillance,59
2021-09-30,exposed-expose,135
2021-09-30,monitoring-surveillance,56
2021-10-01,exposed-expose,148
2021-10-01,monitoring-surveillance,44
2021-10-02,exposed-expose,180
2021-10-02,monitoring-surveillance,55
2021-10-03,exposed-expose,141
2021-10-03,monitoring-surveillance,51
2021-10-04,exposed-expose,174
2021-10-04,monitoring-surveillance,78
2021-10-05,exposed-expose,213
2021-10-05,monitoring-surveillance,86
2021-10-06,exposed-expose,196
2021-10-06,monitoring-surveillance,86
2021-10-07,exposed-expose,329
2021-10-07,monitoring-surveillance,91
2021-10-08,exposed-expose,253
2021-10-08,monitoring-surveillance,91
2021-10-09,exposed-expose,205
2021-10-09,monitoring-surveillance,75
2021-10-10,exposed-expose,210
2021-10-10,monitoring-surveillance,80
2021-10-11,exposed-expose,185
2021-10-11,monitoring-surveillance,69
2021-10-12,exposed-expose,105
2021-10-12,monitoring-surveillance,58
2021-10-13,exposed-expose,123
2021-10-13,monitoring-surveillance,36
2021-10-14,exposed-expose,168
2021-10-14,monitoring-surveillance,56
2021-10-15,exposed-expose,120
2021-10-15,monitoring-surveillance,41
2021-10-16,exposed-expose,158
2021-10-16,monitoring-surveillance,55
2021-10-17,exposed-expose,148
2021-10-17,monitoring-surveillance,66
2021-10-18,exposed-expose,85
2021-10-18,monitoring-surveillance,28
2021-10-19,exposed-expose,220
2021-10-19,monitoring-surveillance,61
2021-10-20,exposed-expose,118
2021-10-20,monitoring-surveillance,40
2021-10-21,exposed-expose,240
2021-10-21,monitoring-surveillance,78
2021-10-22,exposed-expose,193
2021-10-22,monitoring-surveillance,51
2021-10-23,exposed-expose,149
2021-10-23,monitoring-surveillance,48
2021-10-24,exposed-expose,226
2021-10-24,monitoring-surveillance,73
2021-10-25,exposed-expose,121
2021-10-25,monitoring-surveillance,35
2021-10-26,exposed-expose,96
2021-10-26,monitoring-surveillance,51
2021-10-27,exposed-expose,166
2021-10-27,monitoring-surveillance,58
2021-10-28,exposed-expose,182
2021-10-28,monitoring-surveillance,48
2021-10-29,exposed-expose,125
2021-10-29,monitoring-surveillance,44
2021-10-30,exposed-expose,158
2021-10-30,monitoring-surveillance,44
2021-10-31,exposed-expose,88
2021-10-31,monitoring-surveillance,23
2021-11-01,exposed-expose,134
2021-11-01,monitoring-surveillance,42
2021-11-02,exposed-expose,138
2021-11-02,monitoring-surveillance,<20
2021-11-03,exposed-expose,149
2021-11-03,monitoring-surveillance,44
2021-11-04,exposed-expose,218
2021-11-04,monitoring-surveillance,50
2021-11-05,exposed-expose,167
2021-11-05,monitoring-surveillance,50
2021-11-06,exposed-expose,178
2021-11-06,monitoring-surveillance,78
2021-11-07,exposed-expose,273
2021-11-07,monitoring-surveillance,64
2021-11-08,exposed-expose,196
2021-11-08,monitoring-surveillance,58
2021-11-09,exposed-expose,165
2021-11-09,monitoring-surveillance,39
2021-11-10,exposed-expose,213
2021-11-10,monitoring-surveillance,71
2021-11-11,exposed-expose,229
2021-11-11,monitoring-surveillance,71
2021-11-12,exposed-expose,236
2021-11-12,monitoring-surveillance,107
2021-11-13,exposed-expose,370
2021-11-13,monitoring-surveillance,126
2021-11-14,exposed-expose,244
2021-11-14,monitoring-surveillance,90
2021-11-15,exposed-expose,281
2021-11-15,monitoring-surveillance,82
2021-11-16,exposed-expose,307
2021-11-16,monitoring-surveillance,84
2021-11-17,exposed-expose,208
2021-11-17,monitoring-surveillance,91
2021-11-18,exposed-expose,362
2021-11-18,monitoring-surveillance,104
2021-11-19,exposed-expose,274
2021-11-19,monitoring-surveillance,68
2021-11-20,exposed-expose,376
2021-11-20,monitoring-surveillance,106
2021-11-21,exposed-expose,251
2021-11-21,monitoring-surveillance,55
2021-11-22,exposed-expose,298
2021-11-22,monitoring-surveillance,57
2021-11-23,exposed-expose,325
2021-11-23,monitoring-surveillance,103
2021-11-24,exposed-expose,504
2021-11-24,monitoring-surveillance,140
2021-11-25,exposed-expose,388
2021-11-25,monitoring-surveillance,136
2021-11-26,exposed-expose,354
2021-11-26,monitoring-surveillance,109
2021-11-27,exposed-expose,407
2021-11-27,monitoring-surveillance,134
2021-11-28,exposed-expose,405
2021-11-28,monitoring-surveillance,130
2021-11-29,exposed-expose,365
2021-11-29,monitoring-surveillance,149
2021-11-30,exposed-expose,533
2021-11-30,monitoring-surveillance,163
2021-12-01,exposed-expose,433
2021-12-01,monitoring-surveillance,143
2021-12-02,exposed-expose,553
2021-12-02,monitoring-surveillance,175
2021-12-03,exposed-expose,678
2021-12-03,monitoring-surveillance,245
2021-12-04,exposed-expose,607
2021-12-04,monitoring-surveillance,148
2021-12-05,exposed-expose,530
2021-12-05,monitoring-surveillance,164
2021-12-06,exposed-expose,701
2021-12-06,monitoring-surveillance,213
2021-12-07,exposed-expose,399
2021-12-07,monitoring-surveillance,150
2021-12-08,exposed-expose,654
2021-12-08,monitoring-surveillance,213
2021-12-09,exposed-expose,966
2021-12-09,monitoring-surveillance,298
2021-12-10,exposed-expose,1216
2021-12-10,monitoring-surveillance,388
2021-12-11,exposed-expose,1338
2021-12-11,monitoring-surveillance,422
2021-12-12,exposed-expose,1184
2021-12-12,monitoring-surveillance,392
2021-12-13,exposed-expose,1075
2021-12-13,monitoring-surveillance,362
2021-12-14,exposed-expose,1352
2021-12-14,monitoring-surveillance,519
2021-12-15,exposed-expose,2702
2021-12-15,monitoring-surveillance,1168
2021-12-16,exposed-expose,3803
2021-12-16,monitoring-surveillance,1298
2021-12-17,exposed-expose,3606
2021-12-17,monitoring-surveillance,1393
2021-12-18,exposed-expose,5021
2021-12-18,monitoring-surveillance,1650
2021-12-19,exposed-expose,4201
2021-12-19,monitoring-surveillance,1406
2021-12-20,exposed-expose,4838
2021-12-20,monitoring-surveillance,1707
2021-12-21,exposed-expose,5279
2021-12-21,monitoring-surveillance,1982
2021-12-22,exposed-expose,7382
2021-12-22,monitoring-surveillance,2805
2021-12-23,exposed-expose,8979
2021-12-23,monitoring-surveillance,3271
2021-12-24,exposed-expose,9293
2021-12-24,monitoring-surveillance,3360
2021-12-25,exposed-expose,7946
2021-12-25,monitoring-surveillance,2445
2021-12-26,exposed-expose,7776
2021-12-26,monitoring-surveillance,2266
2021-12-27,exposed-expose,7558
2021-12-27,monitoring-surveillance,2511
2021-12-28,exposed-expose,7211
2021-12-28,monitoring-surveillance,2342
2021-12-29,exposed-expose,8429
2021-12-29,monitoring-surveillance,2664
2021-12-30,exposed-expose,8646
2021-12-30,monitoring-surveillance,2904
2021-12-31,exposed-expose,7935
2021-12-31,monitoring-surveillance,2348
2022-01-01,exposed-expose,6984
2022-01-01,monitoring-surveillance,2044
2022-01-02,exposed-expose,6982
2022-01-02,monitoring-surveillance,1930
2022-01-03,exposed-expose,6317
2022-01-03,monitoring-surveillance,1863
2022-01-04,exposed-expose,5863
2022-01-04,monitoring-surveillance,1777
2022-01-05,exposed-expose,5448
2022-01-05,monitoring-surveillance,1628
2022-01-06,exposed-expose,4999
2022-01-06,monitoring-surveillance,1487
2022-01-07,exposed-expose,4798
2022-01-07,monitoring-surveillance,1320
2022-01-08,exposed-expose,3951
2022-01-08,monitoring-surveillance,1161
2022-01-09,exposed-expose,3490
2022-01-09,monitoring-surveillance,1001
2022-01-10,exposed-expose,3054
2022-01-10,monitoring-surveillance,881
2022-01-11,exposed-expose,2591
2022-01-11,monitoring-surveillance,811
2022-01-12,exposed-expose,2382
2022-01-12,monitoring-surveillance,772
2022-01-13,exposed-expose,2369
2022-01-13,monitoring-surveillance,729
2022-01-14,exposed-expose,2104
2022-01-14,monitoring-surveillance,660
2022-01-15,exposed-expose,1810
2022-01-15,monitoring-surveillance,583
2022-01-16,exposed-expose,1600
2022-01-16,monitoring-surveillance,520
2022-01-17,exposed-expose,1540
2022-01-17,monitoring-surveillance,471
2022-01-18,exposed-expose,1287
2022-01-18,monitoring-surveillance,391
2022-01-19,exposed-expose,1107
2022-01-19,monitoring-surveillance,313
2022-01-20,exposed-expose,1119
2022-01-20,monitoring-surveillance,365
2022-01-21,exposed-expose,1175
2022-01-21,monitoring-surveillance,321
2022-01-22,exposed-expose,906
2022-01-22,monitoring-surveillance,288
2022-01-23,exposed-expose,850
2022-01-23,monitoring-surveillance,236
2022-01-24,exposed-expose,852
2022-01-24,monitoring-surveillance,247
2022-01-25,exposed-expose,853
2022-01-25,monitoring-surveillance,208
2022-01-26,exposed-expose,813
2022-01-26,monitoring-surveillance,212
2022-01-27,exposed-expose,730
2022-01-27,monitoring-surveillance,185
2022-01-28,exposed-expose,744
2022-01-28,monitoring-surveillance,200
2022-01-29,exposed-expose,680
2022-01-29,monitoring-surveillance,191
2022-01-30,exposed-expose,582
2022-01-30,monitoring-surveillance,138
2022-01-31,exposed-expose,632
2022-01-31,monitoring-surveillance,144
2022-02-01,exposed-expose,489
2022-02-01,monitoring-surveillance,153
2022-02-02,exposed-expose,556
2022-02-02,monitoring-surveillance,152
2022-02-03,exposed-expose,563
2022-02-03,monitoring-surveillance,177
2022-02-04,exposed-expose,444
2022-02-04,monitoring-surveillance,138
2022-02-05,exposed-expose,598
2022-02-05,monitoring-surveillance,145
2022-02-06,exposed-expose,436
2022-02-06,monitoring-surveillance,103
2022-02-07,exposed-expose,389
2022-02-07,monitoring-surveillance,90
2022-02-08,exposed-expose,475
2022-02-08,monitoring-surveillance,112
2022-02-09,exposed-expose,429
2022-02-09,monitoring-surveillance,160
2022-02-10,exposed-expose,425
2022-02-10,monitoring-surveillance,127
2022-02-11,exposed-expose,464
2022-02-11,monitoring-surveillance,142
2022-02-12,exposed-expose,438
2022-02-12,monitoring-surveillance,136
2022-02-13,exposed-expose,382
2022-02-13,monitoring-surveillance,101
2022-02-14,exposed-expose,223
2022-02-14,monitoring-surveillance,83
2022-02-15,exposed-expose,410
2022-02-15,monitoring-surveillance,143
2022-02-16,exposed-expose,391
2022-02-16,monitoring-surveillance,117
2022-02-17,exposed-expose,309
2022-02-17,monitoring-surveillance,89
2022-02-18,exposed-expose,378
2022-02-18,monitoring-surveillance,131
2022-02-19,exposed-expose,351
2022-02-19,monitoring-surveillance,94
2022-02-20,exposed-expose,315
2022-02-20,monitoring-surveillance,74
2022-02-21,exposed-expose,381
2022-02-21,monitoring-surveillance,95
2022-02-22,exposed-expose,243
2022-02-22,monitoring-surveillance,80
2022-02-23,exposed-expose,457
2022-02-23,monitoring-surveillance,133
2022-02-24,exposed-expose,463
2022-02-24,monitoring-surveillance,169
2022-02-25,exposed-expose,657
2022-02-25,monitoring-surveillance,186
2022-02-26,exposed-expose,522
2022-02-26,monitoring-surveillance,135
2022-02-27,exposed-expose,421
2022-02-27,monitoring-surveillance,121
2022-02-28,exposed-expose,405
2022-02-28,monitoring-surveillance,116
2022-03-01,exposed-expose,400
2022-03-01,monitoring-surveillance,112
2022-03-02,exposed-expose,477
2022-03-02,monitoring-surveillance,151
2022-03-03,exposed-expose,519
2022-03-03,monitoring-surveillance,158
2022-03-04,exposed-expose,454
2022-03-04,monitoring-surveillance,145
2022-03-05,exposed-expose,461
2022-03-05,monitoring-surveillance,159
2022-03-06,exposed-expose,440
2022-03-06,monitoring-surveillance,127
2022-03-07,exposed-expose,600
2022-03-07,monitoring-surveillance,167
2022-03-08,exposed-expose,405
2022-03-08,monitoring-surveillance,112
2022-03-09,exposed-expose,525
2022-03-09,monitoring-surveillance,186
2022-03-10,exposed-expose,602
2022-03-10,monitoring-surveillance,171
2022-03-11,exposed-expose,485
2022-03-11,monitoring-surveillance,131
2022-03-12,exposed-expose,531
2022-03-12,monitoring-surveillance,149
2022-03-13,exposed-expose,437
2022-03-13,monitoring-surveillance,126
2022-03-14,exposed-expose,385
2022-03-14,monitoring-surveillance,99
2022-03-15,exposed-expose,556
2022-03-15,monitoring-surveillance,180
2022-03-16,exposed-expose,710
2022-03-16,monitoring-surveillance,181
2022-03-17,exposed-expose,737
2022-03-17,monitoring-surveillance,214
2022-03-18,exposed-expose,515
2022-03-18,monitoring-surveillance,166
2022-03-19,exposed-expose,517
2022-03-19,monitoring-surveillance,186
2022-03-20,exposed-expose,444
2022-03-20,monitoring-surveillance,150
2022-03-21,exposed-expose,530
2022-03-21,monitoring-surveillance,189
2022-03-22,exposed-expose,542
2022-03-22,monitoring-surveillance,205
2022-03-23,exposed-expose,742
2022-03-23,monitoring-surveillance,289
2022-03-24,exposed-expose,1281
2022-03-24,monitoring-surveillance,392
2022-03-25,exposed-expose,966
2022-03-25,monitoring-surveillance,266
2022-03-26,exposed-expose,614
2022-03-26,monitoring-surveillance,198
2022-03-27,exposed-expose,702
2022-03-27,monitoring-surveillance,218
2022-03-28,exposed-expose,779
2022-03-28,monitoring-surveillance,202
2022-03-29,exposed-expose,765
2022-03-29,monitoring-surveillance,242
2022-03-30,exposed-expose,1106
2022-03-30,monitoring-surveillance,373
2022-03-31,exposed-expose,1020
2022-03-31,monitoring-surveillance,330
2022-04-01,exposed-expose,905
2022-04-01,monitoring-surveillance,299
2022-04-02,exposed-expose,1026
2022-04-02,monitoring-surveillance,306
2022-04-03,exposed-expose,912
2022-04-03,monitoring-surveillance,250
2022-04-04,exposed-expose,813
2022-04-04,monitoring-surveillance,229
2022-04-05,exposed-expose,962
2022-04-05,monitoring-surveillance,304
2022-04-06,exposed-expose,1036
2022-04-06,monitoring-surveillance,312
2022-04-07,exposed-expose,1251
2022-04-07,monitoring-surveillance,379
2022-04-08,exposed-expose,1010
2022-04-08,monitoring-surveillance,255
2022-04-09,exposed-expose,964
2022-04-09,monitoring-surveillance,254
2022-04-10,exposed-expose,802
2022-04-10,monitoring-surveillance,228
2022-04-11,exposed-expose,870
2022-04-11,monitoring-surveillance,240
2022-04-12,exposed-expose,797
2022-04-12,monitoring-surveillance,214
2022-04-13,exposed-expose,1014
2022-04-13,monitoring-surveillance,380
2022-04-14,exposed-expose,830
2022-04-14,monitoring-surveillance,288
2022-04-15,exposed-expose,812
2022-04-15,monitoring-surveillance,227
2022-04-16,exposed-expose,747
2022-04-16,monitoring-surveillance,202
2022-04-17,exposed-expose,670
2022-04-17,monitoring-surveillance,145
2022-04-18,exposed-expose,725
2022-04-18,monitoring-surveillance,172
2022-04-19,exposed-expose,848
2022-04-19,monitoring-surveillance,242
2022-04-20,exposed-expose,856
2022-04-20,monitoring-surveillance,170
2022-04-21,exposed-expose,950
2022-04-21,monitoring-surveillance,245
2022-04-22,exposed-expose,659
2022-04-22,monitoring-surveillance,171
2022-04-23,exposed-expose,775
2022-04-23,monitoring-surveillance,201
2022-04-24,exposed-expose,639
