date,exposure_status-etat_verification,count-nombre
2021-05-21,exposed-expose,<20
2021-05-21,monitoring-surveillance,64
2021-05-22,exposed-expose,<20
2021-05-22,monitoring-surveillance,76
2021-05-23,exposed-expose,<20
2021-05-23,monitoring-surveillance,78
2021-05-24,exposed-expose,<20
2021-05-24,monitoring-surveillance,61
2021-05-25,exposed-expose,<20
2021-05-25,monitoring-surveillance,43
2021-05-26,exposed-expose,<20
2021-05-26,monitoring-surveillance,51
2021-05-27,exposed-expose,<20
2021-05-27,monitoring-surveillance,49
2021-05-28,exposed-expose,<20
2021-05-28,monitoring-surveillance,41
2021-05-29,exposed-expose,<20
2021-05-29,monitoring-surveillance,42
2021-05-30,exposed-expose,<20
2021-05-30,monitoring-surveillance,28
2021-05-31,exposed-expose,<20
2021-05-31,monitoring-surveillance,33
2021-06-01,exposed-expose,<20
2021-06-01,monitoring-surveillance,44
2021-06-02,exposed-expose,<20
2021-06-02,monitoring-surveillance,24
2021-06-03,exposed-expose,<20
2021-06-03,monitoring-surveillance,28
2021-06-04,exposed-expose,<20
2021-06-04,monitoring-surveillance,22
2021-06-05,exposed-expose,<20
2021-06-05,monitoring-surveillance,<20
2021-06-06,exposed-expose,<20
2021-06-06,monitoring-surveillance,22
2021-06-07,exposed-expose,<20
2021-06-07,monitoring-surveillance,<20
2021-06-08,exposed-expose,<20
2021-06-08,monitoring-surveillance,25
2021-06-09,exposed-expose,<20
2021-06-09,monitoring-surveillance,28
2021-06-10,exposed-expose,<20
2021-06-10,monitoring-surveillance,25
2021-06-11,exposed-expose,<20
2021-06-11,monitoring-surveillance,<20
2021-06-12,exposed-expose,<20
2021-06-12,monitoring-surveillance,<20
2021-06-13,exposed-expose,<20
2021-06-13,monitoring-surveillance,<20
2021-06-14,exposed-expose,<20
2021-06-14,monitoring-surveillance,<20
2021-06-15,exposed-expose,<20
2021-06-15,monitoring-surveillance,<20
2021-06-16,exposed-expose,<20
2021-06-16,monitoring-surveillance,<20
2021-06-17,exposed-expose,<20
2021-06-17,monitoring-surveillance,<20
2021-06-18,exposed-expose,<20
2021-06-18,monitoring-surveillance,<20
2021-06-19,exposed-expose,<20
2021-06-19,monitoring-surveillance,<20
2021-06-20,exposed-expose,<20
2021-06-20,monitoring-surveillance,<20
2021-06-21,exposed-expose,<20
2021-06-21,monitoring-surveillance,<20
2021-06-22,exposed-expose,<20
2021-06-22,monitoring-surveillance,<20
2021-06-23,exposed-expose,<20
2021-06-23,monitoring-surveillance,<20
2021-06-24,exposed-expose,<20
2021-06-24,monitoring-surveillance,<20
2021-06-25,exposed-expose,<20
2021-06-25,monitoring-surveillance,<20
2021-06-26,exposed-expose,<20
2021-06-26,monitoring-surveillance,<20
2021-06-27,exposed-expose,<20
2021-06-27,monitoring-surveillance,<20
2021-06-28,exposed-expose,<20
2021-06-28,monitoring-surveillance,<20
2021-06-29,exposed-expose,<20
2021-06-29,monitoring-surveillance,<20
2021-06-30,exposed-expose,<20
2021-06-30,monitoring-surveillance,<20
2021-07-01,exposed-expose,<20
2021-07-01,monitoring-surveillance,<20
2021-07-02,exposed-expose,<20
2021-07-02,monitoring-surveillance,<20
2021-07-03,exposed-expose,<20
2021-07-03,monitoring-surveillance,<20
2021-07-04,exposed-expose,<20
2021-07-04,monitoring-surveillance,<20
2021-07-05,exposed-expose,<20
2021-07-05,monitoring-surveillance,<20
2021-07-06,exposed-expose,<20
2021-07-06,monitoring-surveillance,<20
2021-07-07,exposed-expose,<20
2021-07-07,monitoring-surveillance,<20
2021-07-08,exposed-expose,<20
2021-07-08,monitoring-surveillance,<20
2021-07-09,exposed-expose,<20
2021-07-09,monitoring-surveillance,<20
2021-07-10,exposed-expose,<20
2021-07-10,monitoring-surveillance,<20
2021-07-11,exposed-expose,<20
2021-07-11,monitoring-surveillance,<20
2021-07-12,exposed-expose,<20
2021-07-12,monitoring-surveillance,<20
2021-07-13,exposed-expose,<20
2021-07-13,monitoring-surveillance,<20
2021-07-14,exposed-expose,<20
2021-07-14,monitoring-surveillance,<20
2021-07-15,exposed-expose,<20
2021-07-15,monitoring-surveillance,<20
2021-07-16,exposed-expose,<20
2021-07-16,monitoring-surveillance,<20
2021-07-17,exposed-expose,<20
2021-07-17,monitoring-surveillance,<20
2021-07-18,exposed-expose,<20
2021-07-18,monitoring-surveillance,<20
2021-07-19,exposed-expose,<20
2021-07-19,monitoring-surveillance,<20
2021-07-20,exposed-expose,<20
2021-07-20,monitoring-surveillance,<20
2021-07-21,exposed-expose,<20
2021-07-21,monitoring-surveillance,<20
2021-07-22,exposed-expose,<20
2021-07-22,monitoring-surveillance,<20
2021-07-23,exposed-expose,<20
2021-07-23,monitoring-surveillance,<20
2021-07-24,exposed-expose,<20
2021-07-24,monitoring-surveillance,<20
2021-07-25,exposed-expose,<20
2021-07-25,monitoring-surveillance,<20
2021-07-26,exposed-expose,<20
2021-07-26,monitoring-surveillance,<20
2021-07-27,exposed-expose,<20
2021-07-27,monitoring-surveillance,<20
2021-07-28,exposed-expose,<20
2021-07-28,monitoring-surveillance,<20
2021-07-29,exposed-expose,<20
2021-07-29,monitoring-surveillance,<20
2021-07-30,exposed-expose,<20
2021-07-30,monitoring-surveillance,<20
2021-07-31,exposed-expose,<20
2021-07-31,monitoring-surveillance,<20
2021-08-01,exposed-expose,<20
2021-08-01,monitoring-surveillance,<20
2021-08-02,exposed-expose,<20
2021-08-02,monitoring-surveillance,<20
2021-08-03,exposed-expose,<20
2021-08-03,monitoring-surveillance,<20
2021-08-04,exposed-expose,<20
2021-08-04,monitoring-surveillance,<20
2021-08-05,exposed-expose,<20
2021-08-05,monitoring-surveillance,<20
2021-08-06,exposed-expose,<20
2021-08-06,monitoring-surveillance,<20
2021-08-07,exposed-expose,<20
2021-08-07,monitoring-surveillance,<20
2021-08-08,exposed-expose,<20
2021-08-08,monitoring-surveillance,<20
2021-08-09,exposed-expose,<20
2021-08-09,monitoring-surveillance,<20
2021-08-10,exposed-expose,<20
2021-08-10,monitoring-surveillance,<20
2021-08-11,exposed-expose,<20
2021-08-11,monitoring-surveillance,<20
2021-08-12,exposed-expose,<20
2021-08-12,monitoring-surveillance,<20
2021-08-13,exposed-expose,<20
2021-08-13,monitoring-surveillance,<20
2021-08-14,exposed-expose,<20
2021-08-14,monitoring-surveillance,<20
2021-08-15,exposed-expose,<20
2021-08-15,monitoring-surveillance,<20
2021-08-16,exposed-expose,<20
2021-08-16,monitoring-surveillance,<20
2021-08-17,exposed-expose,<20
2021-08-17,monitoring-surveillance,<20
2021-08-18,exposed-expose,<20
2021-08-18,monitoring-surveillance,<20
2021-08-19,exposed-expose,<20
2021-08-19,monitoring-surveillance,26
2021-08-20,exposed-expose,<20
2021-08-20,monitoring-surveillance,27
2021-08-21,exposed-expose,<20
2021-08-21,monitoring-surveillance,25
2021-08-22,exposed-expose,<20
2021-08-22,monitoring-surveillance,<20
2021-08-23,exposed-expose,<20
2021-08-23,monitoring-surveillance,22
2021-08-24,exposed-expose,<20
2021-08-24,monitoring-surveillance,<20
2021-08-25,exposed-expose,<20
2021-08-25,monitoring-surveillance,<20
2021-08-26,exposed-expose,<20
2021-08-26,monitoring-surveillance,30
2021-08-27,exposed-expose,<20
2021-08-27,monitoring-surveillance,25
2021-08-28,exposed-expose,<20
2021-08-28,monitoring-surveillance,23
2021-08-29,exposed-expose,<20
2021-08-29,monitoring-surveillance,21
2021-08-30,exposed-expose,<20
2021-08-30,monitoring-surveillance,<20
2021-08-31,exposed-expose,<20
2021-08-31,monitoring-surveillance,20
2021-09-01,exposed-expose,<20
2021-09-01,monitoring-surveillance,26
2021-09-02,exposed-expose,<20
2021-09-02,monitoring-surveillance,<20
2021-09-03,exposed-expose,<20
2021-09-03,monitoring-surveillance,28
2021-09-04,exposed-expose,<20
2021-09-04,monitoring-surveillance,22
2021-09-05,exposed-expose,<20
2021-09-05,monitoring-surveillance,<20
2021-09-06,exposed-expose,<20
2021-09-06,monitoring-surveillance,28
2021-09-07,exposed-expose,<20
2021-09-07,monitoring-surveillance,21
2021-09-08,exposed-expose,<20
2021-09-08,monitoring-surveillance,24
2021-09-09,exposed-expose,<20
2021-09-09,monitoring-surveillance,36
2021-09-10,exposed-expose,<20
2021-09-10,monitoring-surveillance,34
2021-09-11,exposed-expose,<20
2021-09-11,monitoring-surveillance,25
2021-09-12,exposed-expose,<20
2021-09-12,monitoring-surveillance,20
2021-09-13,exposed-expose,<20
2021-09-13,monitoring-surveillance,21
2021-09-14,exposed-expose,<20
2021-09-14,monitoring-surveillance,<20
2021-09-15,exposed-expose,<20
2021-09-15,monitoring-surveillance,26
2021-09-16,exposed-expose,<20
2021-09-16,monitoring-surveillance,40
2021-09-17,exposed-expose,<20
2021-09-17,monitoring-surveillance,23
2021-09-18,exposed-expose,<20
2021-09-18,monitoring-surveillance,26
2021-09-19,exposed-expose,<20
2021-09-19,monitoring-surveillance,21
2021-09-20,exposed-expose,<20
2021-09-20,monitoring-surveillance,27
2021-09-21,exposed-expose,<20
2021-09-21,monitoring-surveillance,<20
2021-09-22,exposed-expose,<20
2021-09-22,monitoring-surveillance,25
2021-09-23,exposed-expose,<20
2021-09-23,monitoring-surveillance,21
2021-09-24,exposed-expose,<20
2021-09-24,monitoring-surveillance,21
2021-09-25,exposed-expose,<20
2021-09-25,monitoring-surveillance,20
2021-09-26,exposed-expose,<20
2021-09-26,monitoring-surveillance,<20
2021-09-27,exposed-expose,<20
2021-09-27,monitoring-surveillance,22
2021-09-28,exposed-expose,<20
2021-09-28,monitoring-surveillance,25
2021-09-29,exposed-expose,<20
2021-09-29,monitoring-surveillance,23
2021-09-30,exposed-expose,<20
2021-09-30,monitoring-surveillance,<20
2021-10-01,exposed-expose,<20
2021-10-01,monitoring-surveillance,22
2021-10-02,exposed-expose,<20
2021-10-02,monitoring-surveillance,<20
2021-10-03,exposed-expose,<20
2021-10-03,monitoring-surveillance,<20
2021-10-04,exposed-expose,<20
2021-10-04,monitoring-surveillance,28
2021-10-05,exposed-expose,<20
2021-10-05,monitoring-surveillance,26
2021-10-06,exposed-expose,<20
2021-10-06,monitoring-surveillance,26
2021-10-07,exposed-expose,<20
2021-10-07,monitoring-surveillance,29
2021-10-08,exposed-expose,<20
2021-10-08,monitoring-surveillance,30
2021-10-09,exposed-expose,<20
2021-10-09,monitoring-surveillance,30
2021-10-10,exposed-expose,<20
2021-10-10,monitoring-surveillance,21
2021-10-11,exposed-expose,<20
2021-10-11,monitoring-surveillance,<20
2021-10-12,exposed-expose,<20
2021-10-12,monitoring-surveillance,<20
2021-10-13,exposed-expose,<20
2021-10-13,monitoring-surveillance,<20
2021-10-14,exposed-expose,<20
2021-10-14,monitoring-surveillance,<20
2021-10-15,exposed-expose,<20
2021-10-15,monitoring-surveillance,24
2021-10-16,exposed-expose,<20
2021-10-16,monitoring-surveillance,<20
2021-10-17,exposed-expose,<20
2021-10-17,monitoring-surveillance,<20
2021-10-18,exposed-expose,<20
2021-10-18,monitoring-surveillance,<20
2021-10-19,exposed-expose,<20
2021-10-19,monitoring-surveillance,<20
2021-10-20,exposed-expose,<20
2021-10-20,monitoring-surveillance,21
2021-10-21,exposed-expose,<20
2021-10-21,monitoring-surveillance,22
2021-10-22,exposed-expose,<20
2021-10-22,monitoring-surveillance,<20
2021-10-23,exposed-expose,<20
2021-10-23,monitoring-surveillance,24
2021-10-24,exposed-expose,<20
2021-10-24,monitoring-surveillance,<20
2021-10-25,exposed-expose,<20
2021-10-25,monitoring-surveillance,<20
2021-10-26,exposed-expose,<20
2021-10-26,monitoring-surveillance,<20
2021-10-27,exposed-expose,<20
2021-10-27,monitoring-surveillance,20
2021-10-28,exposed-expose,<20
2021-10-28,monitoring-surveillance,22
2021-10-29,exposed-expose,<20
2021-10-29,monitoring-surveillance,<20
2021-10-30,exposed-expose,<20
2021-10-30,monitoring-surveillance,<20
2021-10-31,exposed-expose,<20
2021-10-31,monitoring-surveillance,<20
2021-11-01,exposed-expose,<20
2021-11-01,monitoring-surveillance,<20
2021-11-02,exposed-expose,<20
2021-11-02,monitoring-surveillance,<20
2021-11-03,exposed-expose,<20
2021-11-03,monitoring-surveillance,<20
2021-11-04,exposed-expose,<20
2021-11-04,monitoring-surveillance,24
2021-11-05,exposed-expose,<20
2021-11-05,monitoring-surveillance,24
2021-11-06,exposed-expose,<20
2021-11-06,monitoring-surveillance,23
2021-11-07,exposed-expose,<20
2021-11-07,monitoring-surveillance,<20
2021-11-08,exposed-expose,<20
2021-11-08,monitoring-surveillance,<20
2021-11-09,exposed-expose,<20
2021-11-09,monitoring-surveillance,23
2021-11-10,exposed-expose,<20
2021-11-10,monitoring-surveillance,27
2021-11-11,exposed-expose,<20
2021-11-11,monitoring-surveillance,26
2021-11-12,exposed-expose,<20
2021-11-12,monitoring-surveillance,26
2021-11-13,exposed-expose,<20
2021-11-13,monitoring-surveillance,34
2021-11-14,exposed-expose,<20
2021-11-14,monitoring-surveillance,<20
2021-11-15,exposed-expose,<20
2021-11-15,monitoring-surveillance,23
2021-11-16,exposed-expose,<20
2021-11-16,monitoring-surveillance,24
2021-11-17,exposed-expose,<20
2021-11-17,monitoring-surveillance,23
2021-11-18,exposed-expose,<20
2021-11-18,monitoring-surveillance,39
2021-11-19,exposed-expose,<20
2021-11-19,monitoring-surveillance,33
2021-11-20,exposed-expose,<20
2021-11-20,monitoring-surveillance,34
2021-11-21,exposed-expose,<20
2021-11-21,monitoring-surveillance,<20
2021-11-22,exposed-expose,<20
2021-11-22,monitoring-surveillance,32
2021-11-23,exposed-expose,<20
2021-11-23,monitoring-surveillance,25
2021-11-24,exposed-expose,<20
2021-11-24,monitoring-surveillance,32
2021-11-25,exposed-expose,<20
2021-11-25,monitoring-surveillance,44
2021-11-26,exposed-expose,<20
2021-11-26,monitoring-surveillance,40
2021-11-27,exposed-expose,<20
2021-11-27,monitoring-surveillance,31
2021-11-28,exposed-expose,<20
2021-11-28,monitoring-surveillance,33
2021-11-29,exposed-expose,<20
2021-11-29,monitoring-surveillance,33
2021-11-30,exposed-expose,<20
2021-11-30,monitoring-surveillance,37
2021-12-01,exposed-expose,<20
2021-12-01,monitoring-surveillance,45
2021-12-02,exposed-expose,<20
2021-12-02,monitoring-surveillance,59
2021-12-03,exposed-expose,<20
2021-12-03,monitoring-surveillance,68
2021-12-04,exposed-expose,<20
2021-12-04,monitoring-surveillance,47
2021-12-05,exposed-expose,<20
2021-12-05,monitoring-surveillance,40
2021-12-06,exposed-expose,<20
2021-12-06,monitoring-surveillance,39
2021-12-07,exposed-expose,<20
2021-12-07,monitoring-surveillance,50
2021-12-08,exposed-expose,<20
2021-12-08,monitoring-surveillance,70
2021-12-09,exposed-expose,<20
2021-12-09,monitoring-surveillance,79
2021-12-10,exposed-expose,<20
2021-12-10,monitoring-surveillance,114
2021-12-11,exposed-expose,<20
2021-12-11,monitoring-surveillance,80
2021-12-12,exposed-expose,<20
2021-12-12,monitoring-surveillance,82
2021-12-13,exposed-expose,<20
2021-12-13,monitoring-surveillance,98
2021-12-14,exposed-expose,<20
2021-12-14,monitoring-surveillance,162
2021-12-15,exposed-expose,23
2021-12-15,monitoring-surveillance,225
2021-12-16,exposed-expose,44
2021-12-16,monitoring-surveillance,282
2021-12-17,exposed-expose,39
2021-12-17,monitoring-surveillance,300
2021-12-18,exposed-expose,38
2021-12-18,monitoring-surveillance,339
2021-12-19,exposed-expose,46
2021-12-19,monitoring-surveillance,310
2021-12-20,exposed-expose,41
2021-12-20,monitoring-surveillance,332
2021-12-21,exposed-expose,48
2021-12-21,monitoring-surveillance,442
2021-12-22,exposed-expose,75
2021-12-22,monitoring-surveillance,593
2021-12-23,exposed-expose,96
2021-12-23,monitoring-surveillance,830
2021-12-24,exposed-expose,98
2021-12-24,monitoring-surveillance,784
2021-12-25,exposed-expose,63
2021-12-25,monitoring-surveillance,565
2021-12-26,exposed-expose,64
2021-12-26,monitoring-surveillance,600
2021-12-27,exposed-expose,55
2021-12-27,monitoring-surveillance,616
2021-12-28,exposed-expose,80
2021-12-28,monitoring-surveillance,727
2021-12-29,exposed-expose,89
2021-12-29,monitoring-surveillance,883
2021-12-30,exposed-expose,80
2021-12-30,monitoring-surveillance,892
2021-12-31,exposed-expose,63
2021-12-31,monitoring-surveillance,756
2022-01-01,exposed-expose,57
2022-01-01,monitoring-surveillance,662
2022-01-02,exposed-expose,62
2022-01-02,monitoring-surveillance,592
2022-01-03,exposed-expose,27
2022-01-03,monitoring-surveillance,472
2022-01-04,exposed-expose,35
2022-01-04,monitoring-surveillance,481
2022-01-05,exposed-expose,32
2022-01-05,monitoring-surveillance,503
2022-01-06,exposed-expose,28
2022-01-06,monitoring-surveillance,411
2022-01-07,exposed-expose,25
2022-01-07,monitoring-surveillance,469
2022-01-08,exposed-expose,<20
2022-01-08,monitoring-surveillance,378
2022-01-09,exposed-expose,<20
2022-01-09,monitoring-surveillance,285
2022-01-10,exposed-expose,<20
2022-01-10,monitoring-surveillance,261
2022-01-11,exposed-expose,<20
2022-01-11,monitoring-surveillance,261
2022-01-12,exposed-expose,<20
2022-01-12,monitoring-surveillance,263
2022-01-13,exposed-expose,<20
2022-01-13,monitoring-surveillance,252
2022-01-14,exposed-expose,<20
2022-01-14,monitoring-surveillance,263
2022-01-15,exposed-expose,<20
2022-01-15,monitoring-surveillance,222
2022-01-16,exposed-expose,<20
2022-01-16,monitoring-surveillance,169
2022-01-17,exposed-expose,<20
2022-01-17,monitoring-surveillance,169
2022-01-18,exposed-expose,<20
2022-01-18,monitoring-surveillance,115
2022-01-19,exposed-expose,<20
2022-01-19,monitoring-surveillance,136
2022-01-20,exposed-expose,<20
2022-01-20,monitoring-surveillance,144
2022-01-21,exposed-expose,<20
2022-01-21,monitoring-surveillance,121
2022-01-22,exposed-expose,<20
2022-01-22,monitoring-surveillance,118
2022-01-23,exposed-expose,<20
2022-01-23,monitoring-surveillance,89
2022-01-24,exposed-expose,<20
2022-01-24,monitoring-surveillance,75
2022-01-25,exposed-expose,<20
2022-01-25,monitoring-surveillance,90
2022-01-26,exposed-expose,<20
2022-01-26,monitoring-surveillance,99
2022-01-27,exposed-expose,<20
2022-01-27,monitoring-surveillance,99
2022-01-28,exposed-expose,<20
2022-01-28,monitoring-surveillance,85
2022-01-29,exposed-expose,<20
2022-01-29,monitoring-surveillance,77
2022-01-30,exposed-expose,<20
2022-01-30,monitoring-surveillance,61
2022-01-31,exposed-expose,<20
2022-01-31,monitoring-surveillance,51
2022-02-01,exposed-expose,<20
2022-02-01,monitoring-surveillance,80
2022-02-02,exposed-expose,<20
2022-02-02,monitoring-surveillance,65
2022-02-03,exposed-expose,<20
2022-02-03,monitoring-surveillance,74
2022-02-04,exposed-expose,<20
2022-02-04,monitoring-surveillance,63
2022-02-05,exposed-expose,<20
2022-02-05,monitoring-surveillance,51
2022-02-06,exposed-expose,<20
2022-02-06,monitoring-surveillance,49
2022-02-07,exposed-expose,<20
2022-02-07,monitoring-surveillance,40
2022-02-08,exposed-expose,<20
2022-02-08,monitoring-surveillance,60
2022-02-09,exposed-expose,<20
2022-02-09,monitoring-surveillance,56
2022-02-10,exposed-expose,<20
2022-02-10,monitoring-surveillance,55
2022-02-11,exposed-expose,<20
2022-02-11,monitoring-surveillance,53
2022-02-12,exposed-expose,<20
2022-02-12,monitoring-surveillance,32
2022-02-13,exposed-expose,<20
2022-02-13,monitoring-surveillance,34
2022-02-14,exposed-expose,<20
2022-02-14,monitoring-surveillance,23
2022-02-15,exposed-expose,<20
2022-02-15,monitoring-surveillance,63
2022-02-16,exposed-expose,<20
2022-02-16,monitoring-surveillance,35
2022-02-17,exposed-expose,<20
2022-02-17,monitoring-surveillance,43
2022-02-18,exposed-expose,<20
2022-02-18,monitoring-surveillance,42
2022-02-19,exposed-expose,<20
2022-02-19,monitoring-surveillance,30
2022-02-20,exposed-expose,<20
2022-02-20,monitoring-surveillance,23
2022-02-21,exposed-expose,<20
2022-02-21,monitoring-surveillance,31
2022-02-22,exposed-expose,<20
2022-02-22,monitoring-surveillance,22
2022-02-23,exposed-expose,<20
2022-02-23,monitoring-surveillance,48
2022-02-24,exposed-expose,<20
2022-02-24,monitoring-surveillance,53
2022-02-25,exposed-expose,<20
2022-02-25,monitoring-surveillance,53
2022-02-26,exposed-expose,<20
2022-02-26,monitoring-surveillance,42
2022-02-27,exposed-expose,<20
2022-02-27,monitoring-surveillance,30
2022-02-28,exposed-expose,<20
2022-02-28,monitoring-surveillance,26
2022-03-01,exposed-expose,<20
2022-03-01,monitoring-surveillance,35
2022-03-02,exposed-expose,<20
2022-03-02,monitoring-surveillance,39
2022-03-03,exposed-expose,<20
2022-03-03,monitoring-surveillance,37
2022-03-04,exposed-expose,<20
2022-03-04,monitoring-surveillance,37
2022-03-05,exposed-expose,<20
2022-03-05,monitoring-surveillance,31
2022-03-06,exposed-expose,<20
2022-03-06,monitoring-surveillance,22
2022-03-07,exposed-expose,<20
2022-03-07,monitoring-surveillance,39
2022-03-08,exposed-expose,<20
2022-03-08,monitoring-surveillance,39
2022-03-09,exposed-expose,<20
2022-03-09,monitoring-surveillance,50
2022-03-10,exposed-expose,<20
2022-03-10,monitoring-surveillance,51
2022-03-11,exposed-expose,<20
2022-03-11,monitoring-surveillance,47
2022-03-12,exposed-expose,<20
2022-03-12,monitoring-surveillance,38
2022-03-13,exposed-expose,<20
2022-03-13,monitoring-surveillance,20
2022-03-14,exposed-expose,<20
2022-03-14,monitoring-surveillance,25
2022-03-15,exposed-expose,<20
2022-03-15,monitoring-surveillance,60
2022-03-16,exposed-expose,<20
2022-03-16,monitoring-surveillance,45
2022-03-17,exposed-expose,<20
2022-03-17,monitoring-surveillance,55
2022-03-18,exposed-expose,<20
2022-03-18,monitoring-surveillance,38
2022-03-19,exposed-expose,<20
2022-03-19,monitoring-surveillance,47
2022-03-20,exposed-expose,<20
2022-03-20,monitoring-surveillance,31
2022-03-21,exposed-expose,<20
2022-03-21,monitoring-surveillance,39
2022-03-22,exposed-expose,<20
2022-03-22,monitoring-surveillance,63
2022-03-23,exposed-expose,<20
2022-03-23,monitoring-surveillance,69
2022-03-24,exposed-expose,<20
2022-03-24,monitoring-surveillance,81
2022-03-25,exposed-expose,<20
2022-03-25,monitoring-surveillance,63
2022-03-26,exposed-expose,<20
2022-03-26,monitoring-surveillance,50
2022-03-27,exposed-expose,<20
2022-03-27,monitoring-surveillance,46
2022-03-28,exposed-expose,<20
2022-03-28,monitoring-surveillance,47
2022-03-29,exposed-expose,<20
2022-03-29,monitoring-surveillance,71
2022-03-30,exposed-expose,<20
2022-03-30,monitoring-surveillance,95
2022-03-31,exposed-expose,<20
2022-03-31,monitoring-surveillance,100
2022-04-01,exposed-expose,<20
2022-04-01,monitoring-surveillance,92
2022-04-02,exposed-expose,<20
2022-04-02,monitoring-surveillance,92
2022-04-03,exposed-expose,<20
2022-04-03,monitoring-surveillance,45
2022-04-04,exposed-expose,<20
2022-04-04,monitoring-surveillance,50
2022-04-05,exposed-expose,<20
2022-04-05,monitoring-surveillance,103
2022-04-06,exposed-expose,<20
2022-04-06,monitoring-surveillance,104
2022-04-07,exposed-expose,<20
2022-04-07,monitoring-surveillance,108
2022-04-08,exposed-expose,<20
2022-04-08,monitoring-surveillance,103
2022-04-09,exposed-expose,<20
2022-04-09,monitoring-surveillance,82
2022-04-10,exposed-expose,<20
2022-04-10,monitoring-surveillance,61
2022-04-11,exposed-expose,<20
2022-04-11,monitoring-surveillance,55
2022-04-12,exposed-expose,<20
2022-04-12,monitoring-surveillance,80
2022-04-13,exposed-expose,<20
2022-04-13,monitoring-surveillance,115
2022-04-14,exposed-expose,<20
2022-04-14,monitoring-surveillance,87
2022-04-15,exposed-expose,<20
2022-04-15,monitoring-surveillance,102
