date,region,exposure_status-etat_verification,count-nombre
2021-06-30,NU,exposed-expose,<20
2021-06-30,NU,monitoring-surveillance,<20
2021-06-30,ON,exposed-expose,2122
2021-06-30,ON,monitoring-surveillance,367
2021-06-30,PE,exposed-expose,<20
2021-06-30,PE,monitoring-surveillance,<20
2021-06-30,QC,exposed-expose,90
2021-06-30,QC,monitoring-surveillance,28
2021-06-30,SK,exposed-expose,328
2021-06-30,SK,monitoring-surveillance,59
2021-06-30,YT,exposed-expose,<20
2021-06-30,YT,monitoring-surveillance,<20
2021-06-30,npts-ptso,exposed-expose,119
2021-06-30,npts-ptso,monitoring-surveillance,24
2021-07-31,AB,exposed-expose,23
2021-07-31,AB,monitoring-surveillance,<20
2021-07-31,BC,exposed-expose,<20
2021-07-31,BC,monitoring-surveillance,<20
2021-07-31,MB,exposed-expose,134
2021-07-31,MB,monitoring-surveillance,<20
2021-07-31,NB,exposed-expose,<20
2021-07-31,NB,monitoring-surveillance,<20
2021-07-31,NL,exposed-expose,<20
2021-07-31,NL,monitoring-surveillance,<20
2021-07-31,NT,exposed-expose,<20
2021-07-31,NT,monitoring-surveillance,<20
2021-07-31,NS,exposed-expose,44
2021-07-31,NS,monitoring-surveillance,<20
2021-07-31,NU,exposed-expose,<20
2021-07-31,NU,monitoring-surveillance,<20
2021-07-31,ON,exposed-expose,575
2021-07-31,ON,monitoring-surveillance,101
2021-07-31,PE,exposed-expose,<20
2021-07-31,PE,monitoring-surveillance,<20
2021-07-31,QC,exposed-expose,87
2021-07-31,QC,monitoring-surveillance,<20
2021-07-31,SK,exposed-expose,68
2021-07-31,SK,monitoring-surveillance,<20
2021-07-31,YT,exposed-expose,<20
2021-07-31,YT,monitoring-surveillance,<20
2021-07-31,npts-ptso,exposed-expose,55
2021-07-31,npts-ptso,monitoring-surveillance,<20
2021-08-31,AB,exposed-expose,30
2021-08-31,AB,monitoring-surveillance,<20
2021-08-31,BC,exposed-expose,37
2021-08-31,BC,monitoring-surveillance,25
2021-08-31,MB,exposed-expose,102
2021-08-31,MB,monitoring-surveillance,73
2021-08-31,NB,exposed-expose,<20
2021-08-31,NB,monitoring-surveillance,28
2021-08-31,NL,exposed-expose,109
2021-08-31,NL,monitoring-surveillance,67
2021-08-31,NT,exposed-expose,<20
2021-08-31,NT,monitoring-surveillance,<20
2021-08-31,NS,exposed-expose,43
2021-08-31,NS,monitoring-surveillance,28
2021-08-31,NU,exposed-expose,<20
2021-08-31,NU,monitoring-surveillance,<20
2021-08-31,ON,exposed-expose,2051
2021-08-31,ON,monitoring-surveillance,1236
2021-08-31,PE,exposed-expose,<20
2021-08-31,PE,monitoring-surveillance,<20
2021-08-31,QC,exposed-expose,257
2021-08-31,QC,monitoring-surveillance,171
2021-08-31,SK,exposed-expose,160
2021-08-31,SK,monitoring-surveillance,98
2021-08-31,YT,exposed-expose,<20
2021-08-31,YT,monitoring-surveillance,<20
2021-08-31,npts-ptso,exposed-expose,117
2021-08-31,npts-ptso,monitoring-surveillance,63
